FromID,ToID,Relation_value,Relation_type
2,125,9.0,ORorBETA
10,126,0.0122,ORorBETA
34,127,-0.0328135,ORorBETA
18,128,0.0157832,ORorBETA
25,129,0.1099,ORorBETA
113,130,0.1229,ORorBETA
2,131,0.0252017,ORorBETA
16,132,-0.00785801,ORorBETA
2,133,0.0232533,ORorBETA
48,134,0.179,ORorBETA
57,135,-0.0299789,ORorBETA
21,136,0.00576818,ORorBETA
25,137,0.3332,ORorBETA
40,138,-0.0565044,ORorBETA
54,139,-0.0327037,ORorBETA
40,140,-0.0124132,ORorBETA
21,141,0.00662297,ORorBETA
2,142,-0.3051,ORorBETA
40,143,0.023199,ORorBETA
10,144,0.1765,ORorBETA
